2.2549	1.99953
3.2549	1.99953
3.2549	1.99953
2.2549	1.99953
3.2549	1.99953
2.2549	1.99953
2.2549	1.99953
3.2549	1.99953
3.2549	1.99953
3.2549	1.99953
4.2549	1.99953
1.2549	1.99953
1.2549	1.99953
1.2549	1.99953
1.2549	1.99953
1.2549	1.99953
3.23529	1.99573
3.23529	1.99573
3.23529	1.99573
3.23529	1.99573
3.23529	1.99573
3.23529	1.99573
1.27451	1.98817
0.27451	1.98817
1.27451	1.98817
2.27451	1.98817
2.27451	1.98817
3.27451	1.98817
2.27451	1.98817
2.27451	1.98817
3.27451	1.98817
2.27451	1.98817
2.27451	1.98817
4.27451	1.98817
3.27451	1.98817
4.27451	1.98817
2.27451	1.98817
4.21569	1.97685
3.21569	1.97685
2.21569	1.97685
2.21569	1.97685
4.21569	1.97685
3.21569	1.97685
3.21569	1.97685
4.21569	1.97685
4.21569	1.97685
2.21569	1.97685
4.21569	1.97685
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
1.29412	1.96183
1.29412	1.96183
3.29412	1.96183
1.29412	1.96183
3.29412	1.96183
2.29412	1.96183
2.29412	1.96183
3.29412	1.96183
3.29412	1.96183
2.19608	1.94315
2.19608	1.94315
3.19608	1.94315
2.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
2.19608	1.94315
3.19608	1.94315
2.19608	1.94315
2.19608	1.94315
3.19608	1.94315
3.19608	1.94315
2.19608	1.94315
2.19608	1.94315
2.19608	1.94315
3.19608	1.94315
2.19608	1.94315
2.19608	1.94315
4.19608	1.94315
2.31373	1.92091
1.31373	1.92091
4.31373	1.92091
1.31373	1.92091
1.31373	1.92091
3.31373	1.92091
1.31373	1.92091
2.31373	1.92091
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
2.33333	1.86603
3.33333	1.86603
2.33333	1.86603
3.33333	1.86603
1.33333	1.86603
1.33333	1.86603
4.33333	1.86602
4.33333	1.86602
4.33333	1.86602
0.156863	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
3.15686	1.8336
4.15686	1.8336
3.15686	1.8336
3.15686	1.8336
4.15686	1.8336
4.15686	1.8336
4.15686	1.8336
4.15686	1.8336
4.15686	1.8336
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
1.35294	1.79802
1.35294	1.79802
1.35294	1.79802
1.35294	1.79802
3.35294	1.79802
2.35294	1.79802
3.35294	1.79802
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
3.13725	1.75941
4.13725	1.7594
4.13725	1.7594
4.13725	1.7594
4.13725	1.7594
4.37255	1.71791
3.37255	1.71791
4.11765	1.6737
1.39216	1.62692
1.39216	1.62692
2.09804	1.57777
4.41176	1.52643
3.41176	1.52643
2.41176	1.52643
0.411765	1.52643
0.411765	1.52643
1.41176	1.52643
4.07843	1.47309
4.07843	1.47309
3.43137	1.41796
2.05882	1.36124
2.05882	1.36124
4.45098	1.30315
2.45098	1.30315
2.45098	1.30315
2.45098	1.30315
2.03922	1.24391
1.47059	1.18375
2.47059	1.18375
2.47059	1.18375
2.01961	1.12289
2.4902	1.06156
3.4902	1.06156
4.4902	1.06156
2.98039	0.877112
3.52941	0.81625
1.52941	0.81625
1.52941	0.81625
1.96078	0.756086
2.96078	0.756086
3.54902	0.696847
1.94118	0.638758
2.94118	0.638758
2.56863	0.58204
3.56863	0.58204
4.92157	0.526905
4.90196	0.422227
3.90196	0.422227
1.90196	0.422226
2.60784	0.373076
2.60784	0.373076
1.88235	0.326304
2.64706	0.201983
1.64706	0.201983
3.82353	0.104837
3.82353	0.104837
1.68627	0.0790944
1.80392	0.0568456
0.705882	0.0381743
4.70588	0.038174
4.70588	0.038174
0.72549	0.0118345
3.76471	0.00426583
1.7451	0.000474289
